longitude,latitude,housing_median_age,median_income,median_house_value,roomsPerHousehold,populationPerHousehold,roomsPerPerson,OP_LESSERTHAN_1H_OCEAN,OP_INLAND,OP_NEAR_BAY,OP_NEAR_OCEAN
-122.18,37.77,52,2.0556,100000.0,4,2,1,0,0,1,0
-122.19,37.76,52,2.4659,94700.0,5,2,1,0,0,1,0
-122.19,37.77,45,2.7159,101400.0,5,3,1,0,0,1,0
-122.19,37.76,38,0.7683,81800.0,4,3,1,0,0,1,0
-122.17,37.74,41,2.4028,97700.0,3,3,1,0,0,1,0
-122.17,37.73,43,2.1587,86500.0,4,3,1,0,0,1,0
-122.18,37.74,46,2.2467,88900.0,5,3,1,0,0,1,0
-122.17,37.75,48,1.4375,90000.0,5,2,1,0,0,1,0
-122.17,37.76,40,1.8426,94800.0,4,2,1,0,0,1,0
-122.14,37.77,27,4.8304,279100.0,6,3,1,0,0,1,0
-122.15,37.75,44,3.225,135800.0,5,2,2,0,0,1,0
-122.16,37.75,24,2.537,107900.0,4,2,1,0,0,1,0
-122.29,37.89,52,3.4732,246200.0,5,2,2,0,0,1,0
-122.29,37.89,52,3.1375,229100.0,4,2,2,0,0,1,0
-122.3,37.89,46,2.8036,211600.0,4,2,1,0,0,1,0
-122.29,37.89,52,5.1696,261400.0,6,2,2,0,0,1,0
-122.28,37.88,52,4.2614,261300.0,5,2,2,0,0,1,0
-122.29,37.89,52,5.0551,232200.0,5,2,2,0,0,1,0
-122.27,37.89,52,8.8342,430500.0,8,2,3,0,0,1,0
-122.28,37.9,52,7.1754,362900.0,7,2,2,0,0,1,0
-122.28,37.9,52,4.9083,346800.0,6,2,2,0,0,1,0
-122.28,37.89,52,4.5893,290100.0,6,2,2,0,0,1,0
-122.28,37.89,52,5.4171,292000.0,6,2,2,0,0,1,0
-122.27,37.89,52,7.266,371100.0,7,2,2,0,0,1,0
-122.26,37.9,37,7.8336,371300.0,6,2,2,0,0,1,0
-122.25,37.89,37,7.5385,350000.0,6,2,3,0,0,1,0
-122.25,37.89,42,6.7138,368600.0,6,2,2,0,0,1,0
-122.26,37.88,52,6.2425,391800.0,6,2,2,0,0,1,0
-122.26,37.88,52,5.7979,415300.0,5,2,2,0,0,1,0
-122.27,37.88,52,3.5417,287500.0,4,1,2,0,0,1,0
-122.29,37.88,52,3.8897,218400.0,5,2,2,0,0,1,0
-122.29,37.88,46,2.9926,192100.0,4,2,2,0,0,1,0
-122.29,37.88,52,3.556,179300.0,4,2,1,0,0,1,0
-122.3,37.88,46,2.9,144800.0,4,2,1,0,0,1,0
-122.28,37.88,52,3.006,227900.0,4,1,2,0,0,1,0
-122.28,37.87,46,2.8676,212000.0,4,1,2,0,0,1,0
-122.27,37.87,30,1.7778,268800.0,3,2,1,0,0,1,0
-122.25,37.87,42,2.5562,371400.0,4,5,1,0,0,1,0
-122.25,37.87,52,0.949,350000.0,2,4,1,0,0,1,0
-122.26,37.87,52,1.4012,175000.0,3,9,1,0,0,1,0
-122.27,37.87,49,2.8846,211300.0,3,2,1,0,0,1,0
-122.28,37.87,52,3.5625,191700.0,5,2,2,0,0,1,0
-122.29,37.86,52,1.9946,156900.0,4,2,2,0,0,1,0
-122.28,37.86,52,2.8214,164300.0,4,2,2,0,0,1,0
-122.29,37.87,52,2.6165,150000.0,5,2,1,0,0,1,0
-122.28,37.86,52,1.9327,169900.0,4,2,2,0,0,1,0
-122.27,37.86,49,2.5417,182700.0,4,2,2,0,0,1,0
-122.28,37.86,52,3.3906,179300.0,5,2,2,0,0,1,0
-122.27,37.86,52,2.6914,218800.0,4,2,2,0,0,1,0
-122.25,37.86,52,1.7652,336800.0,3,1,1,0,0,1,0
-122.27,37.85,47,2.2431,172700.0,6,2,2,0,0,1,0
-122.27,37.85,52,1.5817,153600.0,5,2,2,0,0,1,0
-122.29,37.84,35,2.2106,132500.0,4,2,1,0,0,1,0
-122.23,37.83,52,7.8772,500001.0,8,2,3,0,0,1,0
-122.22,37.82,42,13.499,500001.0,8,3,2,0,0,1,0
-122.23,37.82,52,12.2138,500001.0,9,2,3,0,0,1,0
-122.23,37.82,52,8.1872,466100.0,8,2,3,0,0,1,0
-122.25,37.82,52,5.883,340700.0,6,2,2,0,0,1,0
-122.24,37.77,52,3.6417,206300.0,4,2,1,0,0,1,0
-122.3,37.77,42,2.6447,200000.0,5,5,1,0,0,1,0
-122.28,37.77,52,2.9688,220800.0,4,2,1,0,0,1,0
-122.26,37.77,52,2.9732,282100.0,5,2,2,0,0,1,0
-122.27,37.77,52,5.5337,372000.0,5,2,2,0,0,1,0
-122.27,37.77,52,4.1667,225800.0,4,2,1,0,0,1,0
-122.25,37.77,52,3.2685,254200.0,4,1,2,0,0,1,0
-122.26,37.77,52,4.226,275000.0,5,1,2,0,0,1,0
-122.26,37.77,52,2.9899,228100.0,5,2,2,0,0,1,0
-122.24,37.76,52,4.6094,229300.0,6,2,2,0,0,1,0
-122.25,37.74,25,4.4562,206200.0,4,2,2,0,0,1,0
-122.28,37.75,20,3.1972,100000.0,3,1,1,0,0,1,0
-122.08,37.72,32,5.6194,274700.0,6,2,2,0,0,1,0
-122.08,37.71,35,5.4639,238600.0,6,2,2,0,0,1,0
-122.09,37.71,35,5.1498,266400.0,7,2,2,0,0,1,0
-122.1,37.72,30,5.8382,330200.0,7,2,2,0,0,1,0
-122.09,37.7,31,4.3375,241800.0,6,2,2,0,0,1,0
-122.08,37.7,32,5.2497,259300.0,6,2,2,0,0,1,0
-122.14,37.73,51,4.6042,251900.0,6,2,2,0,0,1,0
-122.16,37.73,52,4.1164,198200.0,5,2,2,0,0,1,0
-122.16,37.73,49,2.8301,171600.0,4,1,2,0,0,1,0
-122.17,37.72,5,3.663,158300.0,5,2,2,0,0,1,0
-122.15,37.72,31,2.9097,210900.0,4,1,2,0,0,1,0
-122.14,37.73,38,3.0673,218400.0,4,2,2,0,0,1,0
-122.14,37.73,43,3.8125,235100.0,6,2,2,0,0,1,0
-122.13,37.72,26,7.912,367300.0,7,2,2,0,0,1,0
-122.13,37.72,35,3.8393,243500.0,5,2,2,0,0,1,0
-122.13,37.72,45,3.524,186200.0,5,2,2,0,0,1,0
-122.13,37.71,44,3.1103,188900.0,4,2,2,0,0,1,0
-122.16,37.7,36,5.0043,190400.0,5,3,1,0,0,1,0
-122.17,37.7,24,4.0,202600.0,4,2,1,0,0,1,0
-122.16,37.68,16,2.3869,83300.0,4,1,2,0,0,1,0
-122.17,37.69,24,4.7609,212600.0,6,3,2,0,0,1,0
-122.18,37.68,5,5.4858,187800.0,5,2,2,0,0,1,0
-122.15,37.68,35,4.3864,205200.0,5,2,1,0,0,1,0
-122.15,37.68,30,4.2841,213400.0,5,2,2,0,0,1,0
-122.11,37.7,23,2.1552,161400.0,3,1,2,0,0,1,0
-122.04,37.66,10,5.3169,299200.0,5,2,2,0,0,1,0
-122.07,37.68,36,3.25,218100.0,4,2,1,0,0,1,0
-122.08,37.68,26,2.4196,275000.0,8,1,4,0,0,1,0
-122.09,37.68,41,3.5114,197500.0,4,2,1,0,0,1,0
-122.09,37.68,41,2.8322,170300.0,3,2,1,0,0,1,0
-122.09,37.68,43,2.5156,190900.0,4,1,2,0,0,1,0
-122.1,37.68,37,3.4032,196900.0,4,2,1,0,0,1,0
-122.1,37.68,38,3.0962,180900.0,4,2,1,0,0,1,0
-122.1,37.68,31,3.125,167100.0,4,2,1,0,0,1,0
-122.12,37.68,37,4.0417,191100.0,6,2,2,0,0,1,0
-122.11,37.67,36,3.8,187500.0,5,2,2,0,0,1,0
-122.12,37.68,45,3.4839,180600.0,5,2,1,0,0,1,0
-122.13,37.68,45,4.0588,182800.0,5,2,2,0,0,1,0
-122.13,37.68,44,4.1974,179300.0,5,2,1,0,0,1,0
-122.13,37.68,43,3.6,179400.0,5,2,1,0,0,1,0
-122.15,37.67,35,5.5797,198100.0,6,3,2,0,0,1,0
-122.13,37.67,38,3.1734,181600.0,6,2,2,0,0,1,0
-122.07,37.67,38,3.875,165300.0,5,2,2,0,0,1,0
-122.04,37.67,18,6.8233,332600.0,7,2,2,0,0,1,0
-122.04,37.66,23,6.3501,350000.0,6,2,2,0,0,1,0
-122.08,37.66,33,2.5625,154300.0,4,2,1,0,0,1,0
-122.08,37.65,35,3.6818,165400.0,4,2,1,0,0,1,0
-122.08,37.66,37,2.1382,166600.0,4,3,1,0,0,1,0
-122.1,37.66,33,3.0489,152600.0,4,2,1,0,0,1,0
-122.1,37.65,31,4.4427,204500.0,5,2,2,0,0,1,0
-122.1,37.61,35,4.5281,173600.0,5,3,1,0,0,1,0
-122.1,37.63,29,3.7895,180900.0,5,3,1,0,0,1,0
-122.08,37.64,23,3.142,179500.0,4,2,1,0,0,1,0
-122.06,37.64,20,3.5541,350000.0,3,1,1,0,0,1,0
-122.03,37.62,35,4.7109,198700.0,5,2,2,0,0,1,0
-122.08,37.63,37,3.6458,156600.0,5,4,1,0,0,1,0
-122.07,37.63,35,3.7292,168100.0,5,3,1,0,0,1,0
-122.07,37.63,24,4.5913,177600.0,5,3,1,0,0,1,0
-122.06,37.63,23,3.3611,169200.0,5,2,2,0,0,1,0
-122.05,37.61,16,2.8971,163900.0,4,2,2,0,0,1,0
-122.08,37.61,26,3.7931,203900.0,5,2,2,0,0,1,0
-122.02,37.6,36,3.694,159600.0,4,4,1,0,0,1,0
-122.08,37.59,16,4.235,156300.0,5,3,1,0,0,1,0
-122.08,37.58,15,5.5218,254400.0,6,4,1,0,0,1,0
-122.07,37.58,16,5.225,213700.0,5,4,1,0,0,1,0
-122.03,37.6,24,4.5721,214700.0,5,3,1,0,0,1,0
-122.02,37.59,18,3.6923,213200.0,3,2,1,0,0,1,0
-121.97,37.54,31,4.6349,196200.0,6,3,1,1,0,0,0
-121.94,37.53,33,5.761,259600.0,6,3,2,1,0,0,0
-121.94,37.54,31,6.7599,356000.0,6,2,2,1,0,0,0
-121.97,37.53,35,4.75,197000.0,5,3,1,1,0,0,0
-121.97,37.53,26,5.4299,236400.0,6,3,1,1,0,0,0
-121.99,37.54,26,5.388,225000.0,5,3,1,1,0,0,0
-121.99,37.55,28,4.8403,268600.0,5,2,2,1,0,0,0
-122.01,37.54,32,5.0,287600.0,6,2,2,0,0,1,0
-122.0,37.54,26,5.8325,298900.0,5,2,2,1,0,0,0
-122.04,37.54,26,4.9464,223800.0,5,3,1,0,0,1,0
-122.03,37.54,35,4.8214,186000.0,5,3,1,0,0,1,0
-122.03,37.53,18,3.256,183300.0,4,3,1,0,0,1,0
-121.93,37.72,26,4.9107,213800.0,6,3,1,1,0,0,0
-121.93,37.66,24,8.3337,500001.0,7,2,2,1,0,0,0
-121.91,37.69,18,6.3132,259200.0,6,3,2,1,0,0,0
-121.89,37.66,3,2.1187,231300.0,3,1,2,0,1,0,0
-121.72,37.7,17,6.1023,450000.0,6,2,2,0,1,0,0
-121.82,37.69,12,4.9375,227700.0,5,2,2,0,1,0,0
-121.77,37.68,36,3.5532,158400.0,4,2,1,0,1,0,0
-121.76,37.68,35,4.2361,177500.0,5,3,1,0,1,0,0
-121.76,37.68,52,3.7301,204400.0,5,2,2,0,1,0,0
-121.78,37.67,26,5.2649,199800.0,6,3,2,0,1,0,0
-121.79,37.67,26,6.0797,211000.0,6,2,2,0,1,0,0
-121.78,37.66,25,3.8523,193000.0,5,2,2,0,1,0,0
-119.93,38.72,15,2.2417,97900.0,10,2,3,0,1,0,0
-120.55,38.43,18,2.3549,108900.0,5,2,2,0,1,0,0
-120.65,38.5,10,2.65,116700.0,6,2,2,0,1,0,0
-120.93,38.26,13,3.2937,114200.0,6,2,2,0,1,0,0
-120.72,38.38,9,2.525,157200.0,5,2,2,0,1,0,0
-120.66,38.4,18,3.175,118500.0,5,2,2,0,1,0,0
-121.8,39.75,28,4.3309,125200.0,6,2,2,0,1,0,0
-121.82,39.75,37,3.2016,97000.0,5,2,2,0,1,0,0
-121.84,39.72,52,0.9566,69000.0,4,2,1,0,1,0,0
-121.83,39.73,52,2.0064,77900.0,4,1,2,0,1,0,0
-121.83,39.72,52,1.6827,78700.0,4,2,1,0,1,0,0
-121.89,39.71,26,3.7007,139200.0,6,2,2,0,1,0,0
-121.8,39.64,25,2.8306,87500.0,5,2,1,0,1,0,0
-121.59,39.82,12,2.3507,97600.0,5,2,2,0,1,0,0
-121.6,39.77,26,1.875,84000.0,5,2,2,0,1,0,0
-121.63,39.78,28,2.6823,93400.0,5,2,2,0,1,0,0
-121.57,39.78,18,2.0458,105700.0,5,2,2,0,1,0,0
-121.58,39.76,18,1.7875,103800.0,5,2,2,0,1,0,0
-121.62,39.77,23,1.8125,93500.0,4,2,2,0,1,0,0
-121.64,39.74,20,2.3711,121800.0,5,2,2,0,1,0,0
-121.59,39.74,17,2.3798,83800.0,4,2,2,0,1,0,0
-121.6,39.68,15,2.3958,111200.0,5,2,1,0,1,0,0
-121.5,39.83,15,1.6948,87500.0,5,2,2,0,1,0,0
-121.41,39.72,17,2.3895,87500.0,5,2,2,0,1,0,0
-121.56,39.52,26,1.7308,53600.0,4,2,2,0,1,0,0
-121.56,39.53,12,1.5771,65200.0,4,4,1,0,1,0,0
-121.44,39.5,26,3.0446,90800.0,5,2,2,0,1,0,0
-121.55,39.51,39,2.0357,57600.0,5,2,2,0,1,0,0
-121.56,39.51,46,1.6352,53100.0,5,2,2,0,1,0,0
-121.58,39.51,24,1.6389,56700.0,4,2,1,0,1,0,0
-121.58,39.5,29,2.1658,57600.0,5,2,2,0,1,0,0
-121.62,39.5,18,1.6346,63300.0,5,2,2,0,1,0,0
-121.65,39.53,23,1.4833,65200.0,4,2,2,0,1,0,0
-121.53,39.49,19,1.5313,50300.0,5,2,2,0,1,0,0
-121.52,39.43,15,2.3566,80400.0,5,2,1,0,1,0,0
-121.7,39.37,32,1.7885,57000.0,5,2,2,0,1,0,0
-121.74,39.38,27,2.3243,85500.0,6,2,2,0,1,0,0
-121.71,39.41,22,2.1728,59400.0,5,2,1,0,1,0,0
-121.75,39.4,29,2.4943,81900.0,5,2,1,0,1,0,0
-120.55,38.12,10,2.5,116100.0,5,2,1,0,1,0,0
-120.88,38.16,8,4.0109,125900.0,5,2,2,0,1,0,0
-120.41,38.33,17,3.024,100900.0,6,2,2,0,1,0,0
-120.57,38.35,17,2.2604,84800.0,6,2,2,0,1,0,0
-120.19,38.42,11,3.125,77500.0,47,2,19,0,1,0,0
-122.51,39.3,19,1.7463,68800.0,7,2,2,0,1,0,0
-122.01,39.21,50,2.2679,69100.0,5,2,2,0,1,0,0
-122.01,39.21,52,2.5556,75800.0,5,2,2,0,1,0,0
-121.63,38.04,25,3.2619,183800.0,6,2,2,0,1,0,0
-121.69,37.95,15,3.8125,125400.0,4,3,1,0,1,0,0
-121.7,37.96,33,3.2813,151400.0,5,2,1,0,1,0,0
-121.66,37.93,19,4.7426,263100.0,5,3,1,0,1,0,0
-121.7,37.93,19,2.2216,156700.0,4,2,2,0,1,0,0
-121.6,37.91,13,5.1017,241400.0,7,3,2,0,1,0,0
-121.64,37.85,22,4.4583,253900.0,6,3,2,0,1,0,0
-121.81,38.01,47,2.2361,105100.0,4,2,1,0,1,0,0
-121.78,38.0,8,5.3245,174500.0,5,2,2,0,1,0,0
-121.81,37.99,18,4.8194,170400.0,6,3,2,0,1,0,0
-121.81,37.99,22,5.1435,150800.0,6,3,2,0,1,0,0
-121.82,38.0,29,2.8466,113400.0,4,2,2,0,1,0,0
-121.83,37.99,18,4.7566,142500.0,5,3,1,0,1,0,0
-121.84,37.99,15,4.6029,142600.0,6,3,1,0,1,0,0
-121.83,37.99,16,5.6779,164700.0,6,3,2,0,1,0,0
-121.8,37.99,16,5.5,179500.0,6,3,1,0,1,0,0
-121.9,38.04,36,1.2024,90200.0,5,3,1,0,1,0,0
-121.87,38.02,52,2.7083,99400.0,4,2,1,0,1,0,0
-121.9,38.02,5,3.6154,181800.0,4,2,1,0,1,0,0
-121.88,38.0,16,4.1947,140300.0,6,3,1,0,1,0,0
-121.86,38.0,16,5.25,161700.0,7,3,2,0,1,0,0
-121.87,38.0,17,4.8542,144100.0,6,3,1,0,1,0,0
-121.9,38.02,12,2.1417,122200.0,4,2,1,0,1,0,0
-121.9,38.01,16,4.6628,136000.0,5,3,1,0,1,0,0
-121.9,38.0,14,4.1094,162200.0,5,3,1,0,1,0,0
-121.9,38.0,14,6.0497,177500.0,7,3,2,0,1,0,0
-121.93,38.01,9,5.3363,160800.0,6,3,2,0,1,0,0
-121.92,38.03,16,3.5436,100200.0,5,3,1,0,1,0,0
-121.92,38.02,16,4.2067,125000.0,5,3,1,0,1,0,0
-122.0,38.03,4,6.0424,165900.0,5,2,1,0,1,0,0
-122.14,38.02,44,2.0523,133900.0,4,2,1,0,0,1,0
-122.14,38.01,50,4.5,178300.0,5,2,2,0,0,1,0
-122.12,38.01,50,3.609,135700.0,4,2,2,0,0,1,0
-122.12,38.01,42,4.1189,172400.0,5,2,2,0,0,1,0
-122.09,38.02,37,3.8824,113700.0,5,3,1,0,0,1,0
-122.08,37.97,9,6.6579,245200.0,5,2,2,0,0,1,0
-122.07,37.97,20,3.7262,211800.0,5,2,1,0,0,1,0
-122.06,37.95,36,4.7386,186400.0,5,2,2,0,0,1,0
-122.07,37.95,39,4.5893,190000.0,5,2,2,0,0,1,0
-122.08,37.94,44,4.725,232100.0,5,2,2,0,0,1,0
-122.02,37.99,37,4.45,161900.0,5,3,1,0,0,1,0
-122.03,37.99,37,4.59,166600.0,5,2,1,0,0,1,0
-122.01,37.98,25,3.5179,165500.0,4,2,1,0,0,1,0
-122.01,37.98,29,4.317,194000.0,5,2,2,0,0,1,0
-122.0,37.97,27,5.1021,202800.0,5,2,2,0,1,0,0
-122.02,37.98,40,2.8456,165500.0,4,2,2,0,0,1,0
-122.02,37.98,37,3.4187,161700.0,4,2,1,0,0,1,0
-122.0,37.98,31,5.0915,193200.0,5,2,2,0,1,0,0
-121.99,37.98,23,4.4536,184000.0,5,2,2,0,1,0,0
-121.99,37.97,28,6.2135,217200.0,6,3,2,0,1,0,0
-122.01,37.99,28,3.7841,144900.0,5,2,2,0,0,1,0
-121.95,37.96,18,6.1436,259500.0,7,2,2,0,1,0,0
-121.98,37.97,26,5.9617,231100.0,6,3,2,0,1,0,0
-121.98,37.97,26,5.2442,213200.0,6,3,2,0,1,0,0
-121.99,37.96,17,5.5872,200600.0,6,2,2,0,1,0,0
-121.98,37.95,16,6.7821,265900.0,7,3,2,0,1,0,0
-122.02,37.97,36,4.0,171000.0,5,2,1,0,0,1,0
-122.03,37.97,45,3.25,151100.0,4,2,1,0,0,1,0
-122.04,37.96,20,2.2411,151800.0,3,1,1,0,0,1,0
-122.05,37.96,35,3.8456,159800.0,5,2,1,0,0,1,0
-122.02,37.96,25,6.6727,305100.0,7,2,2,0,0,1,0
-122.01,37.93,25,7.5898,330200.0,7,3,2,0,0,1,0
-122.04,37.95,33,3.1406,163100.0,5,2,2,0,0,1,0
-122.05,37.94,22,4.6602,227800.0,5,2,2,0,0,1,0
-122.03,37.92,23,6.5847,358800.0,8,2,2,0,0,1,0
-122.07,37.89,38,5.5636,268800.0,6,2,2,0,0,1,0
-122.05,37.87,30,6.7192,397500.0,7,2,2,0,0,1,0
-121.93,37.73,23,6.2048,275000.0,7,2,2,1,0,0,0
-121.94,37.75,17,6.2781,269800.0,6,3,2,1,0,0,0
-121.92,37.73,24,2.4821,157200.0,4,1,2,1,0,0,0
-121.93,37.74,16,6.8806,343500.0,8,3,2,1,0,0,0
-121.98,37.8,17,7.6473,345800.0,7,3,2,1,0,0,0
-121.98,37.8,16,8.155,343700.0,7,2,2,1,0,0,0
-121.98,37.81,18,5.5921,359100.0,7,3,2,1,0,0,0
-121.97,37.8,17,7.9168,356000.0,8,3,2,1,0,0,0
-121.98,37.74,8,7.9393,399300.0,6,3,2,1,0,0,0
-122.0,37.82,20,4.6042,256400.0,5,2,2,1,0,0,0
-122.02,37.88,16,7.3732,287300.0,7,2,2,0,0,1,0
-122.02,37.87,14,8.4352,441400.0,8,3,2,0,0,1,0
-122.03,37.86,25,7.2655,494000.0,7,3,2,0,0,1,0
-121.96,37.85,10,12.2478,500001.0,8,3,2,0,1,0,0
-121.99,37.83,16,8.0839,372000.0,7,2,2,1,0,0,0
-122.12,37.88,35,8.0448,433300.0,7,2,2,0,0,1,0
-122.08,37.88,24,2.3971,99400.0,7,1,5,0,0,1,0
-122.14,37.84,24,5.6349,355600.0,5,2,2,0,0,1,0
-121.94,37.83,11,10.5815,500001.0,8,2,2,0,1,0,0
-121.95,37.94,21,6.8642,285400.0,7,3,2,0,1,0,0
-121.97,37.93,4,6.6134,307000.0,6,3,2,0,1,0,0
-122.01,37.92,18,8.3956,353600.0,8,3,2,0,0,1,0
-122.01,37.92,16,8.1163,365800.0,7,3,2,0,0,1,0
-121.94,37.95,18,7.1978,288000.0,7,2,2,0,1,0,0
-121.94,37.93,16,7.5695,320400.0,7,3,2,0,1,0,0
-121.93,37.93,16,6.299,286900.0,7,2,2,0,1,0,0
-122.21,38.02,15,6.0224,198500.0,6,3,1,0,0,1,0
-122.23,38.05,52,2.5517,147100.0,5,2,2,0,0,1,0
-122.26,38.03,25,4.4474,203700.0,6,2,2,0,0,1,0
