longitude,latitude,housing_median_age,median_income,median_house_value,roomsPerHousehold,populationPerHousehold,roomsPerPerson,OP_LESSERTHAN_1H_OCEAN,OP_INLAND,OP_NEAR_BAY,OP_NEAR_OCEAN
-1.2865294018591211,0.9764867655850883,0.9939433731924424,3.4205,136700.0,4,2,1,0,0,1,0
-1.2764584134785226,0.9718257693023875,1.1592900524572,3.5739,176000.0,6,2,2,0,0,1,0
-1.2764584134785226,0.9718257693023875,0.6632500146629274,3.0958,145800.0,5,2,1,0,0,1,0
-1.2814939076688219,0.9718257693023875,0.6632500146629274,3.3958,141900.0,5,2,1,0,0,1,0
-1.2814939076688219,0.9671647730196833,0.828596693927685,1.9356,90600.0,4,3,1,0,0,1,0
-1.2814939076688219,0.9671647730196833,1.3246367317219574,2.1842,107900.0,5,2,2,0,0,1,0
-1.2865294018591211,0.9671647730196833,0.49790333539816994,2.2917,107000.0,4,2,1,0,0,1,0
-1.2814939076688219,0.9671647730196833,0.5805766750305487,2.4333,98200.0,4,2,1,0,0,1,0
-1.2865294018591211,0.9671647730196833,1.489983410986715,1.8407,96700.0,5,2,1,0,0,1,0
-1.2865294018591211,0.9671647730196833,0.9939433731924424,1.8913,91200.0,5,3,1,0,0,1,0
-1.2865294018591211,0.9718257693023875,1.7380034298838514,2.0556,100000.0,4,2,1,0,0,1,0
-1.2915648960494133,0.9671647730196833,1.7380034298838514,2.4659,94700.0,5,2,1,0,0,1,0
-1.2915648960494133,0.9718257693023875,1.1592900524572,2.7159,101400.0,5,3,1,0,0,1,0
-1.2915648960494133,0.9671647730196833,0.5805766750305487,0.7683,81800.0,4,3,1,0,0,1,0
-1.2814939076688219,0.9578427804542816,0.828596693927685,2.4028,97700.0,3,3,1,0,0,1,0
-1.2814939076688219,0.9531817841715775,0.9939433731924424,2.1587,86500.0,4,3,1,0,0,1,0
-1.2865294018591211,0.9578427804542816,1.2419633920895787,2.2467,88900.0,5,3,1,0,0,1,0
-1.2814939076688219,0.9625037767369825,1.4073100713543363,1.4375,90000.0,5,2,1,0,0,1,0
-1.2814939076688219,0.9671647730196833,0.7459233542953062,1.8426,94800.0,4,2,1,0,0,1,0
-1.2663874250979312,0.9718257693023875,-0.3288300609256176,4.8304,279100.0,6,3,1,0,0,1,0
-1.2714229192882305,0.9625037767369825,1.0766167128248212,3.225,135800.0,5,2,2,0,0,1,0
-1.2764584134785226,0.9625037767369825,-0.5768500798227539,2.537,107900.0,4,2,1,0,0,1,0
-1.3419198379523847,1.0277577246948075,1.7380034298838514,3.4732,246200.0,5,2,2,0,0,1,0
-1.3419198379523847,1.0277577246948075,1.7380034298838514,3.1375,229100.0,4,2,2,0,0,1,0
-1.3469553321426768,1.0277577246948075,1.2419633920895787,2.8036,211600.0,4,2,1,0,0,1,0
-1.3419198379523847,1.0277577246948075,1.7380034298838514,5.1696,261400.0,6,2,2,0,0,1,0
-1.3368843437620854,1.0230967284121066,1.7380034298838514,4.2614,261300.0,5,2,2,0,0,1,0
-1.3419198379523847,1.0277577246948075,1.7380034298838514,5.0551,232200.0,5,2,2,0,0,1,0
-1.331848849571786,1.0277577246948075,1.7380034298838514,8.8342,430500.0,8,2,3,0,0,1,0
-1.3368843437620854,1.0324187209775082,1.7380034298838514,7.1754,362900.0,7,2,2,0,0,1,0
-1.3368843437620854,1.0324187209775082,1.7380034298838514,4.9083,346800.0,6,2,2,0,0,1,0
-1.3368843437620854,1.0277577246948075,1.7380034298838514,4.5893,290100.0,6,2,2,0,0,1,0
-1.3368843437620854,1.0277577246948075,1.7380034298838514,5.4171,292000.0,6,2,2,0,0,1,0
-1.331848849571786,1.0277577246948075,1.7380034298838514,7.266,371100.0,7,2,2,0,0,1,0
-1.326813355381494,1.0324187209775082,0.49790333539816994,7.8336,371300.0,6,2,2,0,0,1,0
-1.3217778611911946,1.0277577246948075,0.49790333539816994,7.5385,350000.0,6,2,3,0,0,1,0
-1.3217778611911946,1.0277577246948075,0.9112700335600638,6.7138,368600.0,6,2,2,0,0,1,0
-1.326813355381494,1.0230967284121066,1.7380034298838514,6.2425,391800.0,6,2,2,0,0,1,0
-1.326813355381494,1.0230967284121066,1.7380034298838514,5.7979,415300.0,5,2,2,0,0,1,0
-1.331848849571786,1.0230967284121066,1.7380034298838514,3.5417,287500.0,4,1,2,0,0,1,0
-1.3419198379523847,1.0230967284121066,1.7380034298838514,3.8897,218400.0,5,2,2,0,0,1,0
-1.3419198379523847,1.0230967284121066,1.2419633920895787,2.9926,192100.0,4,2,2,0,0,1,0
-1.3419198379523847,1.0230967284121066,1.7380034298838514,3.556,179300.0,4,2,1,0,0,1,0
-1.3469553321426768,1.0230967284121066,1.2419633920895787,2.9,144800.0,4,2,1,0,0,1,0
-1.3368843437620854,1.0230967284121066,1.7380034298838514,3.006,227900.0,4,1,2,0,0,1,0
-1.3368843437620854,1.0184357321294024,1.2419633920895787,2.8676,212000.0,4,1,2,0,0,1,0
-1.331848849571786,1.0184357321294024,-0.08081004202848137,1.7778,268800.0,3,2,1,0,0,1,0
-1.3217778611911946,1.0184357321294024,0.9112700335600638,2.5562,371400.0,4,5,1,0,0,1,0
-1.3217778611911946,1.0184357321294024,1.7380034298838514,0.949,350000.0,2,4,1,0,0,1,0
-1.326813355381494,1.0184357321294024,1.7380034298838514,1.4012,175000.0,3,9,1,0,0,1,0
-1.331848849571786,1.0184357321294024,1.489983410986715,2.8846,211300.0,3,2,1,0,0,1,0
-1.3368843437620854,1.0184357321294024,1.7380034298838514,3.5625,191700.0,5,2,2,0,0,1,0
-1.3419198379523847,1.0137747358467015,1.7380034298838514,1.9946,156900.0,4,2,2,0,0,1,0
-1.3368843437620854,1.0137747358467015,1.7380034298838514,2.8214,164300.0,4,2,2,0,0,1,0
-1.3419198379523847,1.0184357321294024,1.7380034298838514,2.6165,150000.0,5,2,1,0,0,1,0
-1.3368843437620854,1.0137747358467015,1.7380034298838514,1.9327,169900.0,4,2,2,0,0,1,0
-1.331848849571786,1.0137747358467015,1.489983410986715,2.5417,182700.0,4,2,2,0,0,1,0
-1.3368843437620854,1.0137747358467015,1.7380034298838514,3.3906,179300.0,5,2,2,0,0,1,0
-1.331848849571786,1.0137747358467015,1.7380034298838514,2.6914,218800.0,4,2,2,0,0,1,0
-1.3217778611911946,1.0137747358467015,1.7380034298838514,1.7652,336800.0,3,1,1,0,0,1,0
-1.331848849571786,1.0091137395640009,1.3246367317219574,2.2431,172700.0,6,2,2,0,0,1,0
-1.331848849571786,1.0091137395640009,1.7380034298838514,1.5817,153600.0,5,2,2,0,0,1,0
-1.3419198379523847,1.0044527432813,0.3325566561334124,2.2106,132500.0,4,2,1,0,0,1,0
-1.3117068728106032,0.9997917469985959,1.7380034298838514,7.8772,500001.0,8,2,3,0,0,1,0
-1.306671378620304,0.995130750715895,0.9112700335600638,13.499,500001.0,8,3,2,0,0,1,0
-1.3117068728106032,0.995130750715895,1.7380034298838514,12.2138,500001.0,9,2,3,0,0,1,0
-1.3117068728106032,0.995130750715895,1.7380034298838514,8.1872,466100.0,8,2,3,0,0,1,0
-1.3217778611911946,0.995130750715895,1.7380034298838514,5.883,340700.0,6,2,2,0,0,1,0
-1.3167423670008953,0.9718257693023875,1.7380034298838514,3.6417,206300.0,4,2,1,0,0,1,0
-1.3469553321426768,0.9718257693023875,0.9112700335600638,2.6447,200000.0,5,5,1,0,0,1,0
-1.3368843437620854,0.9718257693023875,1.7380034298838514,2.9688,220800.0,4,2,1,0,0,1,0
-1.326813355381494,0.9718257693023875,1.7380034298838514,2.9732,282100.0,5,2,2,0,0,1,0
-1.331848849571786,0.9718257693023875,1.7380034298838514,5.5337,372000.0,5,2,2,0,0,1,0
-1.331848849571786,0.9718257693023875,1.7380034298838514,4.1667,225800.0,4,2,1,0,0,1,0
-1.3217778611911946,0.9718257693023875,1.7380034298838514,3.2685,254200.0,4,1,2,0,0,1,0
-1.326813355381494,0.9718257693023875,1.7380034298838514,4.226,275000.0,5,1,2,0,0,1,0
-1.326813355381494,0.9718257693023875,1.7380034298838514,2.9899,228100.0,5,2,2,0,0,1,0
-1.3167423670008953,0.9671647730196833,1.7380034298838514,4.6094,229300.0,6,2,2,0,0,1,0
-1.3217778611911946,0.9578427804542816,-0.49417674019037516,4.4562,206200.0,4,2,2,0,0,1,0
-1.3368843437620854,0.9625037767369825,-0.9075434383522689,3.1972,100000.0,3,1,1,0,0,1,0
-1.23617445995615,0.9485207878888766,0.08453663723627614,5.6194,274700.0,6,2,2,0,0,1,0
-1.23617445995615,0.9438597916061758,0.3325566561334124,5.4639,238600.0,6,2,2,0,0,1,0
-1.2412099541464492,0.9438597916061758,0.3325566561334124,5.1498,266400.0,7,2,2,0,0,1,0
-1.2462454483367413,0.9485207878888766,-0.08081004202848137,5.8382,330200.0,7,2,2,0,0,1,0
-1.2412099541464492,0.9391987953234749,0.0018632976038973842,4.3375,241800.0,6,2,2,0,0,1,0
-1.23617445995615,0.9391987953234749,0.08453663723627614,5.2497,259300.0,6,2,2,0,0,1,0
-1.2663874250979312,0.9531817841715775,1.6553300902514725,4.6042,251900.0,6,2,2,0,0,1,0
-1.2764584134785226,0.9531817841715775,1.7380034298838514,4.1164,198200.0,5,2,2,0,0,1,0
-1.2764584134785226,0.9531817841715775,1.489983410986715,2.8301,171600.0,4,1,2,0,0,1,0
-1.2814939076688219,0.9485207878888766,-2.14764353283795,3.663,158300.0,5,2,2,0,0,1,0
-1.2714229192882305,0.9485207878888766,0.0018632976038973842,2.9097,210900.0,4,1,2,0,0,1,0
-1.2663874250979312,0.9531817841715775,0.5805766750305487,3.0673,218400.0,4,2,2,0,0,1,0
-1.2663874250979312,0.9531817841715775,0.9939433731924424,3.8125,235100.0,6,2,2,0,0,1,0
-1.261351930907632,0.9485207878888766,-0.4115034005579964,7.912,367300.0,7,2,2,0,0,1,0
-1.261351930907632,0.9485207878888766,0.3325566561334124,3.8393,243500.0,5,2,2,0,0,1,0
-1.261351930907632,0.9485207878888766,1.1592900524572,3.524,186200.0,5,2,2,0,0,1,0
-1.261351930907632,0.9438597916061758,1.0766167128248212,3.1103,188900.0,4,2,2,0,0,1,0
-1.2764584134785226,0.9391987953234749,0.41522999576579117,5.0043,190400.0,5,3,1,0,0,1,0
-1.2814939076688219,0.9391987953234749,-0.5768500798227539,4.0,202600.0,4,2,1,0,0,1,0
-1.2764584134785226,0.92987680275807,-1.238236796881784,2.3869,83300.0,4,1,2,0,0,1,0
-1.2814939076688219,0.9345377990407708,-0.5768500798227539,4.7609,212600.0,6,3,2,0,0,1,0
-1.2865294018591211,0.92987680275807,-2.14764353283795,5.4858,187800.0,5,2,2,0,0,1,0
-1.2714229192882305,0.92987680275807,0.3325566561334124,4.3864,205200.0,5,2,1,0,0,1,0
-1.2714229192882305,0.92987680275807,-0.08081004202848137,4.2841,213400.0,5,2,2,0,0,1,0
-1.2512809425270406,0.9391987953234749,-0.6595234194551327,2.1552,161400.0,3,1,2,0,0,1,0
-1.2160324831949672,0.920554810192665,-1.7342768346760564,5.3169,299200.0,5,2,2,0,0,1,0
-1.2311389657658507,0.92987680275807,0.41522999576579117,3.25,218100.0,4,2,1,0,0,1,0
-1.23617445995615,0.92987680275807,-0.4115034005579964,2.4196,275000.0,8,1,4,0,0,1,0
-1.2412099541464492,0.92987680275807,0.828596693927685,3.5114,197500.0,4,2,1,0,0,1,0
-1.2412099541464492,0.92987680275807,0.828596693927685,2.8322,170300.0,3,2,1,0,0,1,0
-1.2412099541464492,0.92987680275807,0.9939433731924424,2.5156,190900.0,4,1,2,0,0,1,0
-1.2462454483367413,0.92987680275807,0.49790333539816994,3.4032,196900.0,4,2,1,0,0,1,0
-1.2462454483367413,0.92987680275807,0.5805766750305487,3.0962,180900.0,4,2,1,0,0,1,0
-1.2462454483367413,0.92987680275807,0.0018632976038973842,3.125,167100.0,4,2,1,0,0,1,0
-1.2563164367173398,0.92987680275807,0.49790333539816994,4.0417,191100.0,6,2,2,0,0,1,0
-1.2512809425270406,0.9252158064753692,0.41522999576579117,3.8,187500.0,5,2,2,0,0,1,0
-1.2563164367173398,0.92987680275807,1.1592900524572,3.4839,180600.0,5,2,1,0,0,1,0
-1.261351930907632,0.92987680275807,1.1592900524572,4.0588,182800.0,5,2,2,0,0,1,0
-1.261351930907632,0.92987680275807,1.0766167128248212,4.1974,179300.0,5,2,1,0,0,1,0
-1.261351930907632,0.92987680275807,0.9939433731924424,3.6,179400.0,5,2,1,0,0,1,0
-1.2714229192882305,0.9252158064753692,0.3325566561334124,5.5797,198100.0,6,3,2,0,0,1,0
-1.261351930907632,0.9252158064753692,0.5805766750305487,3.1734,181600.0,6,2,2,0,0,1,0
-1.2311389657658507,0.9252158064753692,0.5805766750305487,3.875,165300.0,5,2,2,0,0,1,0
-1.2160324831949672,0.9252158064753692,-1.0728901176170265,6.8233,332600.0,7,2,2,0,0,1,0
-1.2160324831949672,0.920554810192665,-0.6595234194551327,6.3501,350000.0,6,2,2,0,0,1,0
-1.23617445995615,0.920554810192665,0.1672099768686549,2.5625,154300.0,4,2,1,0,0,1,0
-1.23617445995615,0.9158938139099642,0.3325566561334124,3.6818,165400.0,4,2,1,0,0,1,0
-1.23617445995615,0.920554810192665,0.49790333539816994,2.1382,166600.0,4,3,1,0,0,1,0
-1.2462454483367413,0.920554810192665,0.1672099768686549,3.0489,152600.0,4,2,1,0,0,1,0
-1.2462454483367413,0.9158938139099642,0.0018632976038973842,4.4427,204500.0,5,2,2,0,0,1,0
-1.2462454483367413,0.8972498287791575,0.3325566561334124,4.5281,173600.0,5,3,1,0,0,1,0
-1.2462454483367413,0.9065718213445625,-0.16348338166086013,3.7895,180900.0,5,3,1,0,0,1,0
-1.23617445995615,0.9112328176272634,-0.6595234194551327,3.142,179500.0,4,2,1,0,0,1,0
-1.2261034715755585,0.9112328176272634,-0.9075434383522689,3.5541,350000.0,3,1,1,0,0,1,0
-1.210996989004668,0.9019108250618584,0.3325566561334124,4.7109,198700.0,5,2,2,0,0,1,0
-1.23617445995615,0.9065718213445625,0.49790333539816994,3.6458,156600.0,5,4,1,0,0,1,0
-1.2311389657658507,0.9065718213445625,0.3325566561334124,3.7292,168100.0,5,3,1,0,0,1,0
-1.2311389657658507,0.9065718213445625,-0.5768500798227539,4.5913,177600.0,5,3,1,0,0,1,0
-1.2261034715755585,0.9065718213445625,-0.6595234194551327,3.3611,169200.0,5,2,2,0,0,1,0
-1.2210679773852593,0.8972498287791575,-1.238236796881784,2.8971,163900.0,4,2,2,0,0,1,0
-1.23617445995615,0.8972498287791575,-0.4115034005579964,3.7931,203900.0,5,2,2,0,0,1,0
-1.2059614948143687,0.8925888324964567,0.41522999576579117,3.694,159600.0,4,4,1,0,0,1,0
-1.23617445995615,0.8879278362137558,-1.238236796881784,4.235,156300.0,5,3,1,0,0,1,0
-1.23617445995615,0.8832668399310517,-1.3209101365141627,5.5218,254400.0,6,4,1,0,0,1,0
-1.2311389657658507,0.8832668399310517,-1.238236796881784,5.225,213700.0,5,4,1,0,0,1,0
-1.210996989004668,0.8925888324964567,-0.5768500798227539,4.5721,214700.0,5,3,1,0,0,1,0
-1.2059614948143687,0.8879278362137558,-1.0728901176170265,3.6923,213200.0,3,2,1,0,0,1,0
-1.1807840238628866,0.864622854800245,0.0018632976038973842,4.6349,196200.0,6,3,1,1,0,0,0
-1.1656775412919957,0.8599618585175441,0.1672099768686549,5.761,259600.0,6,3,2,1,0,0,0
-1.1656775412919957,0.864622854800245,0.0018632976038973842,6.7599,356000.0,6,2,2,1,0,0,0
-1.1807840238628866,0.8599618585175441,0.3325566561334124,4.75,197000.0,5,3,1,1,0,0,0
-1.1807840238628866,0.8599618585175441,-0.4115034005579964,5.4299,236400.0,6,3,1,1,0,0,0
-1.190855012243478,0.864622854800245,-0.4115034005579964,5.388,225000.0,5,3,1,1,0,0,0
-1.190855012243478,0.8692838510829458,-0.24615672129323887,4.8403,268600.0,5,2,2,1,0,0,0
-1.2009260006240765,0.864622854800245,0.08453663723627614,5.0,287600.0,6,2,2,0,0,1,0
-1.1958905064337773,0.864622854800245,-0.4115034005579964,5.8325,298900.0,5,2,2,1,0,0,0
-1.2160324831949672,0.864622854800245,-0.4115034005579964,4.9464,223800.0,5,3,1,0,0,1,0
-1.210996989004668,0.864622854800245,0.3325566561334124,4.8214,186000.0,5,3,1,0,0,1,0
-1.210996989004668,0.8599618585175441,-1.0728901176170265,3.256,183300.0,4,3,1,0,0,1,0
-1.1606420471017038,0.9485207878888766,-0.4115034005579964,4.9107,213800.0,6,3,1,1,0,0,0
-1.1606420471017038,0.920554810192665,-0.5768500798227539,8.3337,500001.0,7,2,2,1,0,0,0
-1.150571058721105,0.9345377990407708,-1.0728901176170265,6.3132,259200.0,6,3,2,1,0,0,0
-1.1405000703405137,0.920554810192665,-2.312990212102708,2.1187,231300.0,3,1,2,0,1,0,0
-1.054896669105469,0.9391987953234749,-1.1555634572494051,6.1023,450000.0,6,2,2,0,1,0,0
-1.1052516110084332,0.9345377990407708,-1.5689301554112989,4.9375,227700.0,5,2,2,0,1,0,0
-1.0800741400569511,0.92987680275807,0.41522999576579117,3.5532,158400.0,4,2,1,0,1,0,0
-1.075038645866659,0.92987680275807,0.3325566561334124,4.2361,177500.0,5,3,1,0,1,0,0
-1.075038645866659,0.92987680275807,1.7380034298838514,3.7301,204400.0,5,2,2,0,1,0,0
-1.0851096342472504,0.9252158064753692,-0.4115034005579964,5.2649,199800.0,6,3,2,0,1,0,0
-1.0901451284375496,0.9252158064753692,-0.4115034005579964,6.0797,211000.0,6,2,2,0,1,0,0
-1.0851096342472504,0.920554810192665,-0.49417674019037516,3.8523,193000.0,5,2,2,0,1,0,0
-0.15354320904236396,1.4146204161590532,-1.3209101365141627,2.2417,97900.0,10,2,3,0,1,0,0
-0.4657438488407544,1.2794515239607023,-1.0728901176170265,2.3549,108900.0,5,2,2,0,1,0,0
-0.5160987907437257,1.312078497939615,-1.7342768346760564,2.65,116700.0,6,2,2,0,1,0,0
-0.6570926280720338,1.2002145871547716,-1.4862568157789202,3.2937,114200.0,6,2,2,0,1,0,0
-0.5513472500757992,1.256146542547195,-1.8169501743084353,2.525,157200.0,5,2,2,0,1,0,0
-0.5211342849340178,1.2654685351125965,-1.0728901176170265,3.175,118500.0,5,2,2,0,1,0,0
-1.0951806226278418,1.8947030332773354,-0.24615672129323887,4.3309,125200.0,6,2,2,0,1,0,0
-1.1052516110084332,1.8947030332773354,0.49790333539816994,3.2016,97000.0,5,2,2,0,1,0,0
-1.1153225993890317,1.8807200444292296,1.7380034298838514,0.9566,69000.0,4,2,1,0,1,0,0
-1.1102871051987324,1.8853810407119305,1.7380034298838514,2.0064,77900.0,4,1,2,0,1,0,0
-1.1102871051987324,1.8807200444292296,1.7380034298838514,1.6827,78700.0,4,2,1,0,1,0,0
-1.1405000703405137,1.876059048146529,-0.4115034005579964,3.7007,139200.0,6,2,2,0,1,0,0
-1.0951806226278418,1.8434320741676162,-0.49417674019037516,2.8306,87500.0,5,2,1,0,1,0,0
-0.9894352446316143,1.927330007256248,-1.5689301554112989,2.3507,97600.0,5,2,2,0,1,0,0
-0.9944707388219064,1.9040250258427405,-0.4115034005579964,1.875,84000.0,5,2,2,0,1,0,0
-1.009577221392797,1.9086860221254414,-0.24615672129323887,2.6823,93400.0,5,2,2,0,1,0,0
